symbol	alias
RCAN2	RCN2
MIR586	hsa-mir-586
FOXRED2	ERFAD
SFRP4	sFRP-4
MIR138-2	mir-138-2
DFFB	DFF40
COL1A1	OI4
MIR599	hsa-mir-599
EXOSC5	RRP41B
IL4	BCGF-1
ASPSCR1	TUG
MN1	dJ353E16.2
ANXA10	ANX14
OR8A1	OR11-318
RPL7AP34	RPL7A_14_708
MIR583	MIRN583
GATAD1	CMD2B
ITGA3	GAPB3
TWIST1	TWIST
TRIM60P8Y	TRIM60PY8
SERPINA4	KAL
F2RL1	PAR2
NLRP14	NALP14
ARMCX2	GASP9
GH1	hGH-N
NSD2	KMT3G
GPRASP2	GASP2
FADS2	LLCDL2
RPL22P5	RPL22_2_96
CUX2	CDP2
TMEM35A	TMEM35
CRYL1	lambda-CRY
ZDHHC8P1	ZDHHC8P
PFKFB3	PFK2
SLCO1C1	OATPF
ADAMTS18	ADAMTS21
SH3KBP1	GIG10
PIANP	C12orf53
CFB	CFBD
CT83	KK-LC-1
ARHGEF5	P60
CCNY	CCNX
TSPO2	BZRPL1
ENPP7	E-NPP 7
BICDL2	CCDC64B
CST12P	Cst
STN1	AAF-44
GMFG	GMF-GAMMA
ADAM10	CD156c
MIR129-2	MIR-129b
COL6A2	UCMD1
PARM1	DKFZP564O0823
PPP1CA	PPP1A
KDM5B	PLU-1
RIC8B	RIC8
PDHB	PHE1B
CCL7	MCP-3
CST7	CMAP
FASLG	TNFSF6
MIS18A	FASP1
ABCA12	ARCI4B
TIMM8B	DDP2
MAP3K15	bA723P2.3
TRNT1	CCA1
LRP1	CD91
NXPH2	NPH2
LY6G6D	MEGT1
OR4F2P	S191N21
RPL7P44	RPL7_17_1325
HLCS-IT1	bde1
PEA15	PEA-15
UGP2	UGPP1
HUWE1	ARF-BP1
CENPQ	CENP-Q
PPIG	CARS-Cyp
KRTAP10-4	KRTAP18-4
TRL-TAA1-1	TRNAL29
NPPB	BNP
OCM	OCM1
TFPI	EPI
RNASEH2A	JUNB
C11orf87	LOH11CR1A
MIR607	MIRN607
CCL1	SCYA1
MIR378A	MIR378
HOXD@	HOX4@
MSX2P1	HSHPX5
EMC8	COX4NB
RPL21P28	RPL21_8_160
TRD-GTC1-1	TRNAD10
RPS27AP17	RPS27A_9_1763
HMGB1P3	HMG1L3
AZIN2	ODC-p
METTL21A	FAM119A
PCYT1B	CCTB
D6S2723E	BING5
OR7A15P	OR19-134
PRR12	KIAA1205
WFDC5	PRG5
GANAB	G2AN
TRI-TAT2-2	TRNAI2
TAS2R4	T2R4
EXOSC3	bA3J10.7
KCNJ5	CIR
CRB2	VMCKD
TAGLN	WS3-10
P2RY4	UNR
NAT8L	NAT8-LIKE
SEC22B	ERS-24
FAM127A	MART8C
PMM2	CDG1a
POU2AF1	OCAB
GMNN	Gem
VWA2	CCSP-2
TNKS2	ARTD6
FHL1	RBMX1A
MKRN7P	dJ981L23.2
SARNP	CIP29
TENM3	Ten-m3
WBSCR17	GALNACT17
RPS10P14	RPS10_9_805
VN1R7P	PHB4C5
PPP1R14B	SOM172
CYP11B1	CYP11B
DUSP22	JSP1
TRW-CCA2-1	TRNAW7
ZNF326	Zfp326
LDB1	CLIM2
OCEL1	S863-9
SLC5A1	NAGT
MINPP1	MIPP
RPS2P44	RPS2_21_1482
CLEC7A	CANDF4
TSSK5P	TSSKps1
LARP4	PP13296
VTA1	My012
CISTR	re52431
HHATL	GUP1
MIR101-1	mir-101-1
INTS6	DBI-1
ENPP2	NPP2
MYB	Cmyb
BUB1B	MVA1
MIR499A	MIRN499
SSX2B	SSX
CD8A	Leu2
UGT2B4	HLUG25
CRIP1	CRP-1
FABP5P2	FABP5L2
REXO1	EloA-BP1
TRW-CCA5-1	TRNAW6
RNA5SP434	RN5S434
RHOD	ARHD
SCYL1	P105
SOSTDC1	USAG1
OR7E115P	OST704
PDE11A	PPNAD2
TNFSF8	TNLG3A
SPECC1L	CYTSA
CKAP2	LB1
MANF	ARMET
CBX5	HP1A
COQ3	DHHBMT
H1F0	H10
FAM92A	FAM92A1
TAB3	NAP1
TMEFF1	CT120.1
SALL1	Sal-1
SLC16A7	MCT2
ADAP1	GCS1L
PSMG2	CLAST3
PFN1P3	COAS-3
SELENON	RSS
H19	BWS
PRB2	cP7
SLAMF9	SF2001
CCL8	MCP2
PIGT	CGI-06
WDR59	CDW12
TDGF1P5	CRIPTO-5
GINS2	HSPC037
SNORD58C	U58
RNU6-50P	RNU6-50
LINC00331	NCRNA00331
NF1	VRNF
DPH5	HSPC143
SLC16A1	MCT1D
SNORD115-23	HBII-52-23
APBB1	FE65
SLC25A47	C14orf68
ALCAM	CD166
PARP8	ARTD16
FOSB	G0S3
MAGEA5	CT1.5
SYCE3	C22orf41
TRMT44	TRM44
MYOZ1	MYOZ
PIFO	pitchfork
NMNAT2	C1orf15
OLFM4	GW112
FZD7	FzE3
EREG	ER
NMUR2	FM4
MIR6802	hsa-mir-6802
DAB2	DOC-2
G6PC	G6PC1
OR7E28P	OR7E27P
DEFB127	hBD-27
R3HDML	dJ881L22.3
INA	TXBP-1
OR7G3	OST085
NFIC	CTF5
RPSAP5	LAMR1P5
HSFY1P1	NCRNA00016
PSORS1C1	C6orf16
CRISP1	HUMARP
RPL18P11	RPL18_4_1455
DCLK2	DCDC3
GAREM1	Gm944
TACR3	TAC3RL
EEA1	MSTP105
ZCCHC16	Mar4
TRAV1-1	TCRAV1S1
DTNBP1	DBND
RPL9P29	RPL9_17_1576
COG5	CDG2I
RNA5SP261	RN5S261
CELA3B	ELA3B
MED1	DRIP205
PPP1R26P5	KIAA0649P5
LOC105379528	IGHV3-D
IARS	IRS
MIR1291	mir-1291
RUNX1T1	AML1T1
MIR937	MIRN937
TRR-ACG1-3	TRNAR21
UQCC2	MNF1
DEPDC7	dJ85M6.4
ANOS1	KALIG-1
CYP11A1	CYP11A
LINC01234	LCAL84
DNM1P9	DNM1DN9-1
SNRPB2	U2B''
CHP1	p22
CHST8	PSS3
TNS4	CTEN
KIR2DL5B	KIR2DL5
MIR3687-1	hsa-mir-3687-1
PLD6	ZUC
SPATS2L	DNAPTP6
TRAV41	TCRAV41S1
SP6	EPIPROFIN
SEC24B	SEC24
GIPC1	C19orf3
EXOSC2	RRP4
SNORD46	U40
RPL21P47	RPL21_16_486
SERPINB4	SCCA1
H2AFVP1	H2AFVP
SERPINB3	SCCA1
AMN	PRO1028
EPS15	AF-1P
POLR2L	RBP10
FBLIM1	FBLP-1
TRC-GCA2-4	TRNAC29
RPL30P13	RPL30_7_1228
LTB4R	P2Y7
HCRT	OX
CXCR2	CD182
S100A7P1	S100A7L3
PDPN	T1A
DUX4L18	DUXY2
ZNF708	ZNF15L1
PPIP5K2	HISPPD1
PROS1	THPH6
ZC2HC1A	FAM164A
MRPS18B	S18amt
CD276	4Ig-B7-H3
LIN9	TGS2
ITPKB	PIG37
CYP17A1-AS1	bA753C18.3
RPS15AP25	RPS15A_14_912
YTHDC1	YT521-B
DIS3L2P1	DIS3L2P
MIR135A2	MIRN135A2
IL17A	CTLA-8
CHST2	C6ST
PLEKHG5	DSMA4
TRD-GTC2-11	TRD-GTC2-9
TRP-TGG3-2	TRP-TGG3-1
TEX101	NYD-SP8
PACSIN1	SDPI
SLC4A1	SAO
FANCM	KIAA1596
VTCN1	VCTN1
CROCCP3	CROCCL2
CELP	cell3
RNU7-13P	U7.13
SIGLEC6	CD33L2
MMP25	MMP20A
NDUFA3	CI-B9
CATSPER1	CATSPER
INTS4P1	INTS4L1
MIR1180	hsa-mir-1180
SNORA14B	ACA14b
MIR3687-1	MIR3687
RNA5SP383	RN5S383
NLRP3	AGTAVPRL
MIR7151	hsa-mir-7151
GOLGA8A	GM88
ATP6V0D1	VATX
WDR36	UTP21
FPR3	FPRH2
KCNQ1OT1	KvDMR1
CDC23	CUT23
NODAL	HTX5
KCNG2	KV6.2
S100A8	L1Ag
FAT4	FAT-J
ERP27	C12orf46
ASS1P6	ASSP6
SEMA3B	SEMA5
EPHB2	Tyro5
PTPRE	R-PTP-EPSILON
SRC	ASV
CHURC1	chch
UOX	UOXP
HIST1H1E	dJ221C16.5
SNORD61	U61
PDE6H	ACHM6
SLFN12	SLFN3
HIC1	ZBTB29
ASAH2	BCDase
KCNJ18	TTPP2
RPS15AP29	RPS15A_17_1092
FGR	c-src2
KIR3DL2	p140
PPARGC1A	PGC-1v
C21orf91	C21orf14
NELL1	NRP1
LILRB1	LIR-1
GON4L	YARP
MIPOL1	CCDC193
PTPRN	R-PTP-N
RHOC	ARHC
ATP2C1	HHD
PADI1	PDI
IGHVII-31-1	4-31.1P
LPAR4	P2RY9
GAGE2B	GAGE-2
ZNF197	ZNF20
OLFM1	AMY
TBC1D24	FIME
SPATA25	C20orf165
SCN2A	SCN2A1
AP5Z1	SPG48
ABCC3	EST90757
HMGN3	PNAS-25
RPL36AP46	RPL36A_22_1565
IFNG	IFI
TMEM132E	DFNB99
WNT10A	STHAG4
PPP1R12B	PP1bp55
WNK2	SDCCAG43
GNAS	POH
CDKN2B	CDK4I
LEMD1	CT50
DYX1C1	DYX1
HCRTR2	OX2R
RNVU1-15	RNVU1-16
SLC2A1	GLUT1
DST	MACF2
DNMT1	CXXC9
PAFAH1B1P1	PAFAH1P1
LINC02078	HP09025
ACAD9	NPD002
OOEP-AS1	OOEP-AS
GDF5	BDA1C
MFAP2	MAGP-1
POLR2L	RPB7.6
DCHS2	CDHR7
ZNF2	Zfp661
TUBGCP3	Spc98p
IGLVV-58	IGLV(V)-58
CFH	ARMS1
IDH2	ICD-M
LSM2	YBL026W
SGO1	SGOL1
ZNF41	MRX89
JMJD1C	TRIP-8
METTL7A	AAM-B
POU3F1	OTF6
RPL36P11	RPL36_1_620
CRTC2	TORC2
SNAPC3	PTFbeta
CDC37	P50CDC37
RPL27P8	RPL27_3_316
LEO1	RDL
BAK1	BCL2L7
MX1	MxA
PRKAR2A	PRKAR2
DOT1L	DOT1
FBXO46	20D7-FC4
AIS4	VAMAS5
RPL21P58	RPL21_22_606
MBTPS2	S2P
HAO1	HAOX1
TRNP	MTTP
MED14	CSRP
NDUFA4	CI-9k
NEUROD4	MATH3
IGKV1-39	IGKV139
EI24	EPG4
EEF1A1	EF-Tu
KRTAP10-10	KRTAP18.10
TRNI	MTTI
KDM3B	C5orf7
DSTN	ACTDP
POGLUT1	hCLP46
MT1IP	MT1I
LINC00342	NCRNA00342
GPR89B	SH120
ACCS	PHACS
HSP90AA1	HSPCAL4
CD274	B7-H
ETV1	ER81
RAPSN	RAPSYN
TSPY4	TSPY10
GPR32	RVDR1
AGKP1	AGKY1
ACSL1	FACL2
ATCAY	BNIP-H
RNU6-26P	RNU6-26
PRMT1	IR1B4
FZD2	fzE2
HEY2	GRL
ISG15	IMD38
LILRB1	ILT2
ERO1A	ERO1-L
RPL31P19	RPL31_5_346
IGKV3D-20	A11a
IGKV1-39	O12
NARF-IT1	NARF-OT1
ZFAS1	C20orf199
MIR548AZ	hsa-mir-548az
TBCD	SSD-1
PDE1C	cam-PDE 1C
KRTAP20-4	KAP20.4
MIR182	MIRN182
GCM2	hGCMb
OR1J2	HSA5
SLC2A9	GLUTX
ABCD3	ZWS2
POM121	P145
KLC3	KLCt
DAO	DAAO
ILDR1	DFNB42
NBEAL1	A530083I02Rik
IGHG3	IgG3
CBX1	M31
TAF15	RBP56
DNM1P25	DNM1DN15@
HIST1H2APS4	H2A/k
RPL32P19	RPL32_10_878
MYOT	TTOD
MYH2	MYPOP
IL4R	IL4RA
ADGRF3	GPR113
SUPT4H1	SPT4
WDR7-OT1	WDR7-UA1
MIR3180-4	mir-3180-4
P2RY12	P2Y(12)R
SPANXA2	CT11.1
COL4A3BP	CERTL
MIR1303	hsa-mir-1303
IGKV1-37	IGKV137
EIF4E	CBP
RPL36P3	RPL36_6_1387
SYNCRIP	GRY-RBP
PA2G4P5	PA2G4L2
ZKSCAN1	ZNF36
LINC00629	LINC00629B
PDSS2	COQ10D3
KRTAP3-3	KRTAP3.3
MIR6862-2	hsa-mir-6862-2
ZFPM1	ZNF408
BCAS1	AIBC1
ANGPTL4	FIAF
PIN1	DOD
ZNF112	ZNF228
OR7E29P	OR7E30P
PMS2CL	PMS2P13
CST12P	Ctes4
ZNF132	pHZ-12
HAP1	HIP5
GOLT1B	CGI-141
HABP2	HGFAL
RNU6-39P	RNU6-39
MIR32	miRNA32
TBCB	CKAP1
LTBP3	pp6425
MYH3	DA2A
CCDC88A	KIAA1212
PFDN1	PDF
FBLN5	ADCL2
SPNS1	SPIN1
SYNE3	C14orf139
ADAM1A	PH-30a
MCHR1	GPR24
LAMTOR1	C11orf59
NKX1-2	C10orf121
MIR127	miRNA127
TRBV4-1	TCRBV7S1A1N2T
AKR1C4	C11
HIST1H2AL	H2A.i
TRA-TGC1-1	TRNAA19
ICK	LCK2
DAOA-AS1	G30
MIR432	MIRN432
MAP3K5	MEKK5
CRABP1	CRABP-I
TAC4	HK-1
IGFBP1	AFBP
SNHG1	NCRNA00057
PDE8A	HsT19550
SPATS2	SPATA10
SGSM1	RUTBC2
WBP11P1	HsT3017
BICD2	SMALED2
HIST1H1D	H1F3
HMGB4	dJ1007G16.5
CSPG4P3Y	CSPG4P3
TNFRSF8	Ki-1
SPRR1B	GADD33
RNVU1-7	RNU1-26P
PICALM	LAP
ZNF350-AS1	uc002pyc
MIR10A	MIRN10A
TCL6	TNG1
SAMD15	C14orf174
OR4B1	OST208
TMC8	EVIN2
CD84	SLAMF5
GFER	HPO
CA2	HEL-S-282
INS	IDDM1
RNA5SP144	RN5S144
HRH1	H1R
FAM78A	C9orf59
DZANK1	C20orf12
SNORD116-6	HBII-85-6
ALDH7A1	PDE
SIAH2	hSiah2
SERPINB8P1	SERPINBP1
LYPLA1	LPL1
WDR26	GID7
SNORD3P2	RNU3P2
SRI	CP-22
LINC01590	C6orf164
OPN1LW	COD5
CADM1	IGSF4A
DBT	E2B
DAZL	DAZH
RNU1-1	RNU1
LINC00242	NCRNA00242
CUZD1	ERG1
TXNDC5	UNQ364
MIR6871	hsa-mir-6871
SCYL1	GKLP
RPS8	S8
JADE3	JADE-3
UIMC1	RAP80
SSTR1	SS1R
DDX27	DRS1
TRF-GAA1-1	TRNAF3
DHODH	POADS
PNPLA4	iPLA2eta
TWNK	PEO
RPL12P7	RPL12_16_1383
MGLL	MAGL
AKR7A2	AFB1-AR1
FOXC2	MFH-1
TRY-GTA1-1	TRNAY10
MYH9	NMMHCA
MAPK1	ERK-2
MAPK7	ERK4
TSPAN32	TSSC6
SH3RF2	POSHER
TADA2B	ADA2(beta)
PTK2	pp125FAK
LRPPRC	CLONE-23970
RTEL1	RTEL
CLPTM1L	CRR9
PIH1D3	NYSAR97
RXFP3	RLN3R1
POLR3G	RPC7
SLC30A2	PP12488
TRAV25	TCRAV25S1
EIF3A	eIF3-p170
IGHV3-60	IGHV360
GPR135	HUMNPIIY20
HIST1H3B	H3/l
ADCY2	AC2
PRH2	Pr
SNORD17	HBI-43
RPS20P10	RPS20_3_240
HNRNPA3P1	FBRNP
MIR6085	hsa-mir-6085
TAS2R60	T2R60
CSF3R	GCSFR
GPX6	dJ1186N24.1
TRIM51FP	TRIM49B
OR7A2P	OR19-18
SNORD103C	SNORD85
USP8	SPG59
MCHR2	MCHR-2
EXOSC10	p3
IGKV3-7	Vh
FGFR3P1	FGFR3P
FDCSP	C4orf7
SLC18A2	VAT2
GLTSCR1L	KIAA0240
SCGB3A1	LU105
GOLGA1	golgin-97
SETD7	SET7
SULT2B1	HSST2
A2M	A2MD
OAS1	E18/E16
EML2	EMAP-2
FAM155B	bB57D9.1
ABCB11	SPGP
SLC14A1	UTE
PBX2	HOX12
NR5A1	SPGF8
MED6	NY-REN-28
CTBP1	BARS
EXOSC9	p6
LILRA6	LILRB6
TRIM3	HAC1
RAPGEF2	CNrasGEF
KRT86	MNX
LGR5	GPR49
RNA5SP348	RN5S348
PSG9	PSG11
RPA2	RPA32
RBM12	SWAN
DENND4B	KIAA0476
SPA17	SP17-1
PDE4DIP	CMYA2
FAF1	HFAF1s
TXNRD3NB	TXNRD3IT1
RNA5S17	RN5S17
TMPRSS13	MSPS
RNU4-5P	RNU4P5
NME7	CFAP67
TRAF1	MGC:10353
ZNF157	HZF22
CENPF	STROMS
ACTRT1	HSD27
MUC15	PAS3
CCDC110	CT52
RNU6-36P	RNU6-36
KCNK12	THIK2
MIR596	MIRN596
MIR218-1	mir-218-1
EVA1C	SUE21
SAMD9L	UEF1
UBAC1	UBADC1
RN7SL5P	RN7SLP2
SCN1B	ATFB13
RMND1	C6orf96
MARCO	SCARA2
COX8BP	COX8-1
FUT4	FUTIV
NCBP1	NCBP
NRXN3	C14orf60
MCAT	MCT1
HAGH	GLX2
ASPH	FDLAB
CDK5RAP1	C42
IL24	C49A
TSPYL2	DENTT
EIF3EP1	EIF3EP
HCG4B	bQB90C11.3
NKX2-1	NMTC1
AOC2	RAO
ASIP	ASP
BTF3	BTF3b
SMARCA2	SWI2
TPI1	TPI
SLCO1B3	LST3
NPL	C112
NEBL	LASP2
PDX1	IPF1
CD69	MLR-3
ATP6AP2	MRXE
PPARGC1A	PGC1A
SART1	SART1259
IGHVIV-44-1	4-44.1P
GRIK5	EAA2
TRA2B	TRAN2B
NDUFB11	NP17.3
DEPDC1	DEPDC1A
MED13	DRIP250
CLEC4F	KCLR
MIR4745	mir-4745
ZBTB7A	LRF
MYO1B	MMIa
GRIK1	GLUR5
QTRT2	QTRTD1
KHDC3L	HYDM2
SEC63	DNAJC23
FAM83H	AI3
KHDRBS3	T-STAR
RPL9P10	RPL9_2_176
MIR562	hsa-mir-562
KCNJ16	BIR9
RASIP1	RAIN
CCL3L3	LD78
BPI	BPIFD1
MIR552	hsa-mir-552
PRDX5	PRXV
SLCO5A1	OATP5A1
PRRC2C	XTP2
GALNT1	GALNAC-T1
KRTAP10-5	KRTAP18.1
HSD3B1	HSD3B
MYT1	MYTI
LTB4R	P2RY7
CKM	CKMM
ATP13A3	AFURS1
MCFD2P1	dJ153G14.2
SRP68P1	SRPSMCR
TRAPPC2P5	SEDLP5
PPP6R1	KIAA1115
SLC27A5	VLCS-H2
SMIM24	C19orf77
RBP2	CRBPII
ABI2	argBPIA
ICMT	PCCMT
TRY-GTA8-1	TRNAY12
TSPO	PBR
MRPS27	S27mt
HERC2P2	MN7
CYP4F22	LI3
MAP2K1	MKK1
OR5D2P	OR5D12P
DNAJB1	Hdj1
KRT18	K18
TRAIP	SCKL9
SCN11A	SNS-2
VKORC1	MST134
LAMP1	LGP120
SPTLC1	LBC1
TMC1	DFNB11
NHS	CXN
KRT8	CARD2
USP1	UBP
CABIN1	PPP3IN
CLEC4M	DCSIGNR
SLC5A9	SGLT4
SCG5	P7B2
LTB	TNLG1C
CDC45	CDC45L2
USP32	NY-REN-60
LINC02210	CRHR1-IT1
MIR577	hsa-mir-577
ATN1	DRPLA
UBA5	SCAR24
ACTRT2	ARPM2
HDAC2	HD2
TRAV36DV7	hADV36S1
ZNF202	ZSCAN42
HOTAIRM1	HOXA1-AS1
OR1J2	HG152
BBIP1	bA348N5.3
LINC01150	2G7
CXCL1	FSP
SRSF5	SFRS5
SERPINB6	DFNB91
IL2RB	IL15RB
OR2A15P	OR2A28P
RPL27P1	RPL27_7_1347
MRPL22	L22mt
ABHD1	LABH1
MIR744	hsa-mir-744
BPESC1	NCRNA00187
RAB44	RASD3
KBTBD8	TA-KRP
SRSF11	SFRS11
TREML4	TLT-4
DBF4	ZDBF1
COL1A1	OI3
RPL7AP54	RPL7A_22_1161
AMT	GCVT
ZFP57	C6orf40
NELFCD	TH1
ACSM3	SA
ZBTB12	C6orf46
DRC7	FAP50
ITGAE	CD103
LINC01159	linc-Brn1b
DEFB126	C20orf8
PPP4R4	CFAP14
ZNF3	PP838
ZNF135	pHZ-17
OR4H6P	OR4H8P
YIF1A	YIF1P
S100A10	CAL1L
DELXQ28	MICRODELXq28
IL13RA2	CT19
TBC1D32	C6orf171
MAP6	STOP
SPACA5	UNQ6288
ZNF98	F7175
RANGAP1	Fug1
RNA5-8SP4	RN5-8S4
IGHVII-53-1	IGHVII531
PGAP3	hCOS16
CLPSL2	AAAL3045
NEIL3	NEI3
ZGLP1	GLP-1
CLDN8	HEL-S-79
COX5BP1	COX5BL1
MIR134	mir-134
MRPS11	MRP-S11
RHAG	OHST
NAAA	PLT
SUPT7L	STAF65G
HPRT1	HPRT
CHSY1	CHSY
CYB5R2	B5R.2
CNTN5	NB-2
IGHV3-33-2	IGHV3332
TSC22D3	TSC-22R
CENPVL1	CENPVP1
ENTPD3	CD39L3
SGCE	DYT11
FAU	MNSFbeta
ELF3	ESE-1
OCRL	LOCR
ZNF299P	ZNF299
RNA5SP346	RN5S346
PCSK9	NARC1
CYP2C19	CYPIIC17
TAOK1	hTAOK1
MEF2A	mef2
SPAAR	SPAR
ITIH4	ITI-HC4
OR2A25	OR2A27
NT5C3A	UMPH1
CDSN	HTSS
FAM69B	C9orf136
VPS37A	HCRP1
FOSB	AP-1
ZNF192P1	ZNF389P
GTSE1	B99
PEX2	PMP3
CFHR1	HFL1
GIPC3	DFNB15
REP15	RAB15EP
MIR6715B	hsa-mir-6715b
TRDMT1	DMNT2
CRYZL1	4P11
MOK	RAGE-1
KMT2A	ALL-1
TAS2R64P	PS2
GAS6	AXLLG
MYL6	LC17B
PDHB	PDHE1-B
XAGE1B	CT12.1
IGLV7-43	IGLV743
HNRNPA1P2	HNRPA1P2
MIR548H1	MIRN548H1
NUS1	TANGO14
TRIM44	MC7
DPYSL2	N2A3
CMC2	DC13
PNPLA4	DXS1283E
IGKV1D-22	A9
MRPL48	MRP-L48
TRPM6	HOMG1
HIST1H2AA	bA317E16.2
RNA5SP378	RN5S378
GALNT12	GalNAc-T12
SERPING1	HAE2
XIST	swd66
IL1F10	FIL1-theta
FHL1	FLH1A
TRBJ2-6	TCRBJ2S6
KIR2DS4	NKAT-8
TG	TGN
NEUROD6	Atoh2
SKINT1L	SKINTL
EXOSC5	Rrp46p
P3H1	LEPRE1
HSP90B1	HEL35
SLK	LOSK
TRN-GTT16-5	TRNAN28
WDR90	C16orf16
WDR45BP1	WDR45LP1
NPM1P7	NPM1P16
AVPR2	DIR3
EXOC3L4	C14orf73
ST8SIA4	PST
SORBS1	SH3P12
PFDN6	PFD6
PEBP4	CORK-1
CDKN2C	p18
CEP295NL	DDC8
HLA-DPB2	DPbeta2
PIK3R6	p87(PIKAP)
ATL3	HSN1F
HTR2A	5-HT2A
EHMT1	KMT1D
GJA9	GJA10
MIR598	mir-598
PEX3	PBD10A
SLC27A5	BAL
DLG4	SAP90
LPCAT1	PFAAP3
ARHGEF39	C9orf100
HSP90B2P	GRP94b
KLHL29	KBTBD9
MADD	IG20
CYP19A1	P-450AROM
TRG-TCC1-1	TRNAG3
ZRSR2	URP
H2AFY	MACROH2A1.1
TMEM38B	bA219P18.1
PSMC4	MIP224
CXorf66	SGPX
TRC-GCA18-1	TRNAC4
ERVK-13	c3_D
ERV3-1	HERVR
KCNJ1	KIR1.1
NCOR2	TRAC1
TRAPPC9	TRS120
CLLS2	DBM
ATXN7	OPCA3
RMND1	bA351K16.3
CYP1B1	GLC3A
TAS2R30	TAS2R47
FBXW4	FBW4
TRPV6	ECAC2
CYP2D8P	CYP2DP1
MAPT	FTDP-17
FRA16E	C16DELp12.1
PRRX1	PHOX1
LAMB3	BM600-125KDA
AP2A2	ADTAB
NR2F2	SVP40
PCDHB17P	PCDHB17
WDR66	CaM-IP4
RNU7-67P	U7.67
DPH7	RRT2
TYR	CMM8
SLC9C2	SLC9A11
ADAM3A	ADAM3
REG4	GISP
NENF	CIR2
AURKA	STK7
PSD3	EFA6D
CPS1-IT1	CPS1IT1
TOMM22	MSTP065
SNORA68	SNORA68A
PDCD1LG2	B7DC
RFWD2P1	RFWD2P
ERVK-25	c11_A
PPIAP22	PPIAL3
MSH3	MRP1
HSD17B8	KE6
IL19	NG.1
JAK1	JTK3
OXTR	OT-R
MFF	EMPF2
ZNF287	ZSCAN45
ANOS1	KAL1
UVRAG	VPS38
AMBP	ITIL
RNA5SP278	RN5S278
MIR29A	hsa-mir-29
TMIGD3	AD026
CYP4F3	CPF3
NAPB	SNAPB
LRRN2	LRRN5
DCLRE1C	RS-SCID
HSP90B3P	TRA1P2
ADRA2A	ADRA2
MIR6733	hsa-mir-6733
RPL21P95	RPL21_40_1159
IGHMBP2	CMT2S
OR13E1P	OST741
M6PR	CD-MPR
VPS18	PEP3
ETV2	ER71
ACTG1	ACT
SRC	c-SRC
STXBP6	HSPC156
RPA3	RP-A p14
COL4A2	ICH
ARHGEF7	P85COOL1
LRRC4C	NGL1
HNRNPA1P6	HNRNPA1L
COLQ	EAD
HIST2H3C	H3F2
DNAH6	Dnahc6
RPL31P58	RPL31_32_1533
TSGA10IP	FAM161C
UBTFL1	C11orf27
CLUHP4	KIAA0664P4
MBL1P	COLEC3P
OSMR	IL-31RB
IL18R1	IL1RRP
TNFAIP2	EXOC3L3
LINC00264	NCRNA00264
MIR765	mir-765
RPL15	EC45
MGAT5B	GnT-VB
FMO2	FMO1B1
APOL2	APOL3
MED12	CAGH45
KIR2DP1	KIRY
UNC119	POC7A
CCL22	DC/B-CK
CD46P1	MCPL1
TBRG4	CPR2
DIRAS2	Di-Ras2
NDOR1	bA350O14.9
TSHZ2	TSH2
ZDHHC9	MMSA1
TAF9P3	TAF2GL
ZNF736P3Y	ZNF381P
SNORD82	U82
CYP51A1P2	CYP51P2
MMP14	MT1-MMP
ERVK-19	Proteinase
HCG4P3	HCGIV-3
ALX4	FND2
ZNF74	hZNF7
UQCR10	HSPC051
SNTG1	SYN4
RPS15P4	RPS15_2_291
G6PD	G6PD1
HMGN2P9	dJ388M5.2
TTK	MPS1L1
CLIC4	MTCLIC
RPL10AP9	RPL10A_3_593
KRTAP1-1	KRTAP1A
ADSL	ASL
MIR1255A	hsa-mir-1255a
ST14	MT-SP1
ZBTB7C	APM1
SOD2	IPOB
IFIT3	IFI60
KLK9	KLKL3
RNU7-28P	U7.28
HNRNPA2B1	HNRPA2
DCAF1	VPRBP
BCKDHB	BCKDH E1-beta
FZD8	FZ-8
TAAR2	GPR58
RNA5SP52	RN5S52
ARFGEF1	BIG1
SNHG20	NCRNA00338
PTGS1	PCOX1
SART3	p110(nrb)
FAM120C	CXorf17
CACNA1S	HOKPP
CEP85L	C6orf204
PTPRVP	ESP
TRDMT1	RNMT1
XBP1	TREB5
PEX5	PBD2B
RNF11P2	bA280O9.1
PIK3C3	Vps34
IGKV6D-21	IGKV6D21
RANBP9	BPM-L
TPSB2	tryptaseC
NOA1	hNOA1
GK6P	GKP1
C22orf29	BOP
TJAP1	PILT
EIG2	EGI14
PVT1	LINC00079
NBR2	NCRNA00192
TRBV11-2	TRBV112
HCG4	HCGIV-10
MIR320D2	mir-320d-2
TRV-CAC11-2	TRNAV34P
COL9A1	DJ149L1.1.2
AP2A2	HYPJ
SRSF9P1	SFRS9P1
SMARCA5	hSNF2H
RNF213	ALO17
CEP290	SLSN6
HLTF	HIP116A
BBX	ARTC1
YPEL1	FKSG3
FFAR4	O3FAR1
GAPDHP16	GAPDP16
RPL26P27	RPL26_15_1055
VIPR1	PACAP-R2
MED12L	TRALP
MIR759	hsa-mir-759
MT1P1	bA435O5.3
IL18	IL1F4
NOLC1	P130
CDADC1	bA103J18.1
CFAP65	CCDC108
RPL21P35	RPL21_8_333
LINC00334	NCRNA00334
SPP1	ETA-1
HOXA11-AS	HOXA11-AS1
TMEM259	ASBABP1
OR14A16	OR5AT1
NDUFA4P2	NDUFA4L
SLIT1	SLIT3
OFD1P10Y	OFD1PY10
HMGA1P7	HMGA1L7
SLC27A2	VLCS
